Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Cabin_Class,Number_of_Stops,Flight_Layover,Booking_Date,Days_Until_Departure,Is_Holiday_Season,Is_Peak_Season
SpiceJet,2019-06-01,Banglore,Delhi,BLR → DEL,05:55,08:35,2h 40m,non-stop,No info,3625,Economy,1,1 Stop(s),2019-05-18,14,0,0
Jet Airways,2019-05-09,Kolkata,Banglore,CCU → BOM → BLR,14:05,12:00 10 May,21h 55m,1 stop,In-flight meal not included,9663,Business,2,2 Stop(s),2019-04-24,15,0,0
Multiple carriers,2019-05-15,Delhi,Cochin,DEL → BOM → COK,10:20,19:00,8h 40m,1 stop,No info,9794,Business,2,2 Stop(s),2019-04-29,16,0,0
SpiceJet,2019-05-01,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,1h 30m,non-stop,No info,2437,Economy,1,1 Stop(s),2019-04-14,17,1,1
Multiple carriers,2019-06-15,Delhi,Cochin,DEL → BOM → COK,10:00,01:30 16 Jun,15h 30m,1 stop,No info,13377,Business,2,2 Stop(s),2019-05-28,18,0,0
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,20:00,04:40 07 Jun,8h 40m,1 stop,In-flight meal not included,8586,Business,2,2 Stop(s),2019-05-18,19,0,0
Jet Airways,2019-03-06,Banglore,New Delhi,BLR → BOM → DEL,08:55,15:15,6h 20m,1 stop,No info,19225,First Class,2,2 Stop(s),2019-02-14,20,0,1
Jet Airways,2019-05-18,Delhi,Cochin,DEL → BOM → COK,22:50,04:25 19 May,5h 35m,1 stop,No info,15554,First Class,2,2 Stop(s),2019-04-27,21,1,1
Jet Airways,2019-05-01,Kolkata,Banglore,CCU → DEL → BLR,09:35,22:05,12h 30m,1 stop,No info,12121,Business,2,2 Stop(s),2019-04-09,22,1,1
IndiGo,2019-05-27,Banglore,Delhi,BLR → DEL,10:10,13:00,2h 50m,non-stop,No info,3943,Economy,1,1 Stop(s),2019-05-04,23,0,0
Jet Airways,2019-03-18,Banglore,New Delhi,BLR → BOM → DEL,21:25,09:00 16 Mar,11h 35m,1 stop,No info,13555,Business,2,2 Stop(s),2019-02-22,24,0,1
IndiGo,2019-06-21,Banglore,Delhi,BLR → DEL,18:15,21:20,3h 5m,non-stop,No info,4990,Economy,1,1 Stop(s),2019-05-27,25,1,1
Air India,2019-03-06,Delhi,Cochin,DEL → BLR → COK,20:30,23:00 07 Mar,26h 30m,1 stop,No info,8854,Business,2,2 Stop(s),2019-02-08,26,0,1
Multiple carriers,2019-05-27,Delhi,Cochin,DEL → HYD → COK,07:10,16:10,9h,1 stop,No info,7878,Business,2,2 Stop(s),2019-04-30,27,0,0
Vistara,2019-03-03,Banglore,New Delhi,BLR → DEL,09:50,12:35,2h 45m,non-stop,No info,8028,Business,1,1 Stop(s),2019-02-03,28,0,1
Jet Airways,2019-05-09,Kolkata,Banglore,CCU → BOM → BLR,18:55,08:15 10 May,13h 20m,1 stop,In-flight meal not included,8586,Business,2,2 Stop(s),2019-04-10,29,0,0
Air India,2019-05-01,Kolkata,Banglore,CCU → DEL → COK → BLR,17:30,13:45 02 May,20h 15m,2 stops,No info,15164,First Class,3,3 Stop(s),2019-04-01,30,1,1
Jet Airways,2019-03-18,Banglore,New Delhi,BLR → BOM → DEL,07:00,15:15,8h 15m,1 stop,No info,12284,Business,2,2 Stop(s),2019-02-15,31,0,1
Jet Airways,2019-06-21,Mumbai,Hyderabad,BOM → HYD,07:05,08:30,1h 25m,non-stop,In-flight meal not included,4995,Economy,1,1 Stop(s),2019-05-20,32,1,1
Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,08:45,19:15,10h 30m,1 stop,No info,10051,Business,2,2 Stop(s),2019-04-24,33,0,0
Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,14:05,10:05 22 May,20h,1 stop,In-flight meal not included,9663,Business,2,2 Stop(s),2019-04-17,34,0,0
Air India,2019-05-01,Kolkata,Banglore,CCU → DEL → AMD → BLR,07:00,05:25 02 May,22h 25m,2 stops,No info,14424,Business,3,3 Stop(s),2019-03-27,35,1,1
Jet Airways,2019-06-15,Delhi,Cochin,DEL → BOM → COK,10:00,19:00,9h,1 stop,No info,14714,Business,2,2 Stop(s),2019-05-10,36,0,0
Air India,2019-05-24,Mumbai,Hyderabad,BOM → HYD,13:55,15:25,1h 30m,non-stop,No info,3100,Economy,1,1 Stop(s),2019-04-17,37,0,0
IndiGo,2019-06-06,Delhi,Cochin,DEL → BLR → COK,17:05,22:25,5h 20m,1 stop,No info,6493,Business,2,2 Stop(s),2019-04-29,38,0,0
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,06:30,23:35,17h 5m,1 stop,No info,14571,Business,2,2 Stop(s),2019-04-28,39,0,0
Jet Airways,2019-06-15,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13h 30m,2 stops,In-flight meal not included,10368,Business,3,3 Stop(s),2019-05-06,40,0,0
Jet Airways,2019-06-03,Delhi,Cochin,DEL → BOM → COK,15:00,04:25 04 Jun,13h 25m,1 stop,No info,14714,Business,2,2 Stop(s),2019-04-23,41,0,0
SpiceJet,2019-05-18,Chennai,Kolkata,MAA → CCU,08:20,10:35,2h 15m,non-stop,No check-in baggage included,3543,Economy,1,1 Stop(s),2019-04-06,42,1,1
Air Asia,2019-06-06,Kolkata,Banglore,CCU → DEL → BLR,07:35,19:25,11h 50m,1 stop,No info,6810,Business,2,2 Stop(s),2019-04-24,43,0,0
SpiceJet,2019-03-24,Kolkata,Banglore,CCU → BLR,09:00,11:30,2h 30m,non-stop,No check-in baggage included,5201,Business,1,1 Stop(s),2019-02-08,44,0,1
Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,17:30,01:30 25 Jun,8h,1 stop,No info,13377,Business,2,2 Stop(s),2019-05-10,45,0,0
Multiple carriers Premium economy,2019-03-21,Delhi,Cochin,DEL → BOM → COK,07:30,18:50,11h 20m,1 stop,No info,14629,Business,2,2 Stop(s),2019-02-03,46,1,1
IndiGo,2019-04-09,Delhi,Cochin,DEL → BOM → COK,07:30,21:00,13h 30m,1 stop,No info,6093,Business,2,2 Stop(s),2019-02-21,47,0,1
Multiple carriers,2019-06-12,Delhi,Cochin,DEL → GWL → IDR → BOM → COK,11:35,01:30 13 Jun,13h 55m,3 stops,No info,15419,First Class,4,4 Stop(s),2019-04-25,48,0,0
Air India,2019-05-21,Kolkata,Banglore,CCU → BOM → COK → BLR,16:50,13:45 22 May,20h 55m,2 stops,No info,13484,Business,3,3 Stop(s),2019-04-02,49,0,0
Air India,2019-05-18,Delhi,Cochin,DEL → BOM → COK,21:00,07:40 19 May,10h 40m,1 stop,No info,8372,Business,2,2 Stop(s),2019-03-29,50,1,1
Air India,2019-03-15,Banglore,New Delhi,BLR → HYD → VGA → DEL,08:15,11:20 16 Mar,27h 5m,2 stops,No info,8534,Business,3,3 Stop(s),2019-01-23,51,0,1
Jet Airways,2019-05-15,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,In-flight meal not included,4030,Economy,1,1 Stop(s),2019-03-24,52,0,0
Jet Airways,2019-06-24,Delhi,Cochin,DEL → IDR → BOM → COK,09:35,04:25 25 Jun,18h 50m,2 stops,No info,13292,Business,3,3 Stop(s),2019-05-02,53,0,0
Jet Airways,2019-06-24,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25 25 Jun,22h 55m,2 stops,No info,13014,Business,3,3 Stop(s),2019-05-01,54,0,0
Air India,2019-03-09,Delhi,Cochin,DEL → BOM → COK,08:00,19:15,11h 15m,1 stop,No info,16754,First Class,2,2 Stop(s),2019-01-13,55,0,1
IndiGo,2019-03-01,Kolkata,Banglore,CCU → BLR,17:15,19:55,2h 40m,non-stop,No info,6565,Business,1,1 Stop(s),2019-01-04,56,1,1
Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,22:50,19:00 28 May,20h 10m,1 stop,No info,16079,First Class,2,2 Stop(s),2019-03-31,57,0,0
Jet Airways,2019-05-09,Delhi,Cochin,DEL → IDR → BOM → COK,21:25,12:35 10 May,15h 10m,2 stops,In-flight meal not included,11507,Business,3,3 Stop(s),2019-03-12,58,0,0
Vistara,2019-03-06,Mumbai,Hyderabad,BOM → DEL → HYD,07:30,09:25 07 Mar,25h 55m,1 stop,No info,12395,Business,2,2 Stop(s),2019-01-06,59,0,1
IndiGo,2019-03-01,Banglore,New Delhi,BLR → BOM → DEL,19:35,00:35 02 Mar,5h,1 stop,No info,22153,First Class,2,2 Stop(s),2019-02-19,10,1,1
Jet Airways,2019-06-27,Delhi,Cochin,DEL → NAG → BOM → COK,06:45,12:35 28 Jun,29h 50m,2 stops,In-flight meal not included,10919,Business,3,3 Stop(s),2019-06-16,11,0,0
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,21:10,04:45 25 Mar,7h 35m,1 stop,No info,13759,Business,2,2 Stop(s),2019-03-12,12,0,1
Air India,2019-04-18,Delhi,Cochin,DEL → COK,05:10,08:00,2h 50m,non-stop,No info,6094,Business,1,1 Stop(s),2019-04-05,13,1,1
Air India,2019-05-21,Kolkata,Banglore,CCU → BOM → COK → BLR,09:25,13:45 22 May,28h 20m,2 stops,No info,11542,Business,3,3 Stop(s),2019-05-07,14,0,0
Jet Airways,2019-06-09,Delhi,Cochin,DEL → NAG → BOM → COK,06:45,04:25 10 Jun,21h 40m,2 stops,No info,13376,Business,3,3 Stop(s),2019-05-25,15,0,0
Jet Airways,2019-03-01,Banglore,New Delhi,BLR → BOM → DEL,11:40,10:25 02 Mar,22h 45m,1 stop,No info,25735,First Class,2,2 Stop(s),2019-02-13,16,1,1
Jet Airways,2019-03-06,Banglore,New Delhi,BLR → BOM → DEL,22:50,23:00 07 Mar,24h 10m,1 stop,No info,17471,First Class,2,2 Stop(s),2019-02-17,17,0,1
Jet Airways,2019-06-09,Kolkata,Banglore,CCU → BOM → BLR,16:30,23:35,7h 5m,1 stop,In-flight meal not included,10844,Business,2,2 Stop(s),2019-05-22,18,0,0
Air India,2019-06-03,Delhi,Cochin,DEL → BOM → COK,19:00,07:40 04 Jun,12h 40m,1 stop,No info,8372,Business,2,2 Stop(s),2019-05-15,19,0,0
IndiGo,2019-06-15,Chennai,Kolkata,MAA → CCU,11:35,14:00,2h 25m,non-stop,No info,3858,Economy,1,1 Stop(s),2019-05-26,20,0,0
IndiGo,2019-03-15,Banglore,New Delhi,BLR → DEL,01:30,04:15,2h 45m,non-stop,No info,5694,Business,1,1 Stop(s),2019-02-22,21,0,1
Jet Airways,2019-03-03,Delhi,Cochin,DEL → BOM → COK,18:15,18:50 04 Mar,24h 35m,1 stop,No info,17234,First Class,2,2 Stop(s),2019-02-09,22,0,1
Jet Airways,2019-04-09,Delhi,Cochin,DEL → LKO → BOM → COK,09:25,04:25 10 Apr,19h,2 stops,No info,11546,Business,3,3 Stop(s),2019-03-17,23,0,1
Vistara,2019-03-03,Banglore,New Delhi,BLR → DEL,07:00,09:40,2h 40m,non-stop,No info,8028,Business,1,1 Stop(s),2019-02-07,24,0,1
Jet Airways,2019-06-15,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,non-stop,No info,8016,Business,1,1 Stop(s),2019-05-21,25,0,0
Air India,2019-05-24,Kolkata,Banglore,CCU → DEL → BLR,20:30,20:25 25 May,23h 55m,1 stop,No info,10413,Business,2,2 Stop(s),2019-04-28,26,0,0
Air India,2019-03-12,Banglore,New Delhi,BLR → CCU → GAU → DEL,11:05,22:10,11h 5m,2 stops,No info,11948,Business,3,3 Stop(s),2019-02-13,27,0,1
Jet Airways,2019-04-01,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,In-flight meal not included,3205,Economy,1,1 Stop(s),2019-03-04,28,0,1
IndiGo,2019-05-18,Banglore,Delhi,BLR → DEL,13:00,15:50,2h 50m,non-stop,No info,4423,Economy,1,1 Stop(s),2019-04-19,29,1,1
Vistara,2019-03-24,Banglore,New Delhi,BLR → DEL,07:00,09:40,2h 40m,non-stop,No info,4878,Economy,1,1 Stop(s),2019-02-22,30,0,1
IndiGo,2019-04-15,Delhi,Cochin,DEL → BLR → COK,17:05,22:15,5h 10m,1 stop,No info,5912,Business,2,2 Stop(s),2019-03-15,31,0,1
Air India,2019-05-12,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,08:55 13 May,27h 5m,2 stops,No info,11411,Business,3,3 Stop(s),2019-04-10,32,1,1
Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,07:00,21:00,14h,1 stop,No info,7618,Business,2,2 Stop(s),2019-05-22,33,0,0
Jet Airways,2019-04-12,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,non-stop,No info,7229,Business,1,1 Stop(s),2019-03-09,34,0,1
IndiGo,2019-06-27,Delhi,Cochin,DEL → BLR → COK,15:10,20:00,4h 50m,1 stop,No info,6147,Business,2,2 Stop(s),2019-05-23,35,0,0
Jet Airways,2019-06-15,Delhi,Cochin,DEL → BDQ → BOM → COK,18:25,04:25 16 Jun,10h,2 stops,No info,14237,Business,3,3 Stop(s),2019-05-10,36,0,0
IndiGo,2019-03-21,Delhi,Cochin,DEL → AMD → COK,07:45,13:40,5h 55m,1 stop,No info,6101,Business,2,2 Stop(s),2019-02-12,37,1,1
Air India,2019-05-21,Kolkata,Banglore,CCU → BOM → GOI → BLR,16:50,05:35 22 May,12h 45m,2 stops,No info,12324,Business,3,3 Stop(s),2019-04-13,38,0,0
Vistara,2019-03-01,Banglore,New Delhi,BLR → AMD → DEL,06:40,21:55,15h 15m,1 stop,No info,18387,First Class,2,2 Stop(s),2019-01-21,39,1,1
Jet Airways,2019-06-03,Delhi,Cochin,DEL → BOM → COK,16:00,04:25 04 Jun,12h 25m,1 stop,In-flight meal not included,10262,Business,2,2 Stop(s),2019-04-24,40,0,0
Jet Airways,2019-06-15,Delhi,Cochin,DEL → BOM → COK,09:00,19:00,10h,1 stop,In-flight meal not included,10262,Business,2,2 Stop(s),2019-05-05,41,0,0
Jet Airways,2019-04-21,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,non-stop,No info,7229,Business,1,1 Stop(s),2019-03-10,42,1,1
Air Asia,2019-06-27,Kolkata,Banglore,CCU → BLR,22:50,01:20 28 Jun,2h 30m,non-stop,No info,3807,Economy,1,1 Stop(s),2019-05-15,43,0,0
Multiple carriers,2019-03-21,Delhi,Cochin,DEL → BOM → COK,15:15,01:35 22 Mar,10h 20m,1 stop,No info,7695,Business,2,2 Stop(s),2019-02-05,44,1,1
Air India,2019-05-18,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,08:55 19 May,27h 5m,2 stops,No info,12723,Business,3,3 Stop(s),2019-04-03,45,1,1
SpiceJet,2019-05-15,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,1h 30m,non-stop,No check-in baggage included,2175,Economy,1,1 Stop(s),2019-03-30,46,0,0
IndiGo,2019-05-27,Delhi,Cochin,DEL → BOM → COK,09:15,01:30 28 May,16h 15m,1 stop,No info,6628,Business,2,2 Stop(s),2019-04-10,47,0,0
Jet Airways,2019-06-12,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,04:25 13 Jun,13h 50m,2 stops,No info,13376,Business,3,3 Stop(s),2019-04-25,48,0,0
IndiGo,2019-03-27,Kolkata,Banglore,CCU → BLR,15:10,17:45,2h 35m,non-stop,No info,4148,Economy,1,1 Stop(s),2019-02-06,49,0,1
Jet Airways,2019-03-27,Delhi,Cochin,DEL → IDR → BOM → COK,05:25,04:25 28 Mar,23h,2 stops,In-flight meal not included,9254,Business,3,3 Stop(s),2019-02-05,50,0,1
Jet Airways,2019-06-24,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,No info,8016,Business,1,1 Stop(s),2019-05-04,51,0,0
Jet Airways,2019-05-01,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,In-flight meal not included,4030,Economy,1,1 Stop(s),2019-03-10,52,1,1
Jet Airways,2019-05-12,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,In-flight meal not included,5198,Business,1,1 Stop(s),2019-03-20,53,1,1
Air Asia,2019-04-15,Kolkata,Banglore,CCU → BLR,19:55,22:25,2h 30m,non-stop,No info,4409,Economy,1,1 Stop(s),2019-02-20,54,0,1
Air India,2019-03-01,Mumbai,Hyderabad,BOM → HYD,13:55,15:25,1h 30m,non-stop,No info,10082,Business,1,1 Stop(s),2019-01-05,55,1,1
Jet Airways,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,14:05,10:05 19 May,20h,1 stop,In-flight meal not included,9663,Business,2,2 Stop(s),2019-03-23,56,1,1
SpiceJet,2019-04-03,Banglore,Delhi,BLR → DEL,05:55,08:35,2h 40m,non-stop,No info,3971,Economy,1,1 Stop(s),2019-02-05,57,0,1
IndiGo,2019-03-15,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,non-stop,No info,6297,Business,1,1 Stop(s),2019-01-16,58,0,1
SpiceJet,2019-05-09,Banglore,Delhi,BLR → DEL,05:55,08:35,2h 40m,non-stop,No check-in baggage included,3573,Economy,1,1 Stop(s),2019-03-11,59,0,0
Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,14:05,22:35,8h 30m,1 stop,In-flight meal not included,10844,Business,2,2 Stop(s),2019-05-11,10,0,0
IndiGo,2019-04-27,Banglore,Delhi,BLR → DEL,06:05,08:50,2h 45m,non-stop,No info,4423,Economy,1,1 Stop(s),2019-04-16,11,0,1
Jet Airways,2019-03-06,Banglore,New Delhi,BLR → BOM → DEL,14:05,21:20,7h 15m,1 stop,No info,19225,First Class,2,2 Stop(s),2019-02-22,12,0,1
IndiGo,2019-03-12,Chennai,Kolkata,MAA → CCU,22:05,00:30 13 Mar,2h 25m,non-stop,No info,6297,Business,1,1 Stop(s),2019-02-27,13,0,1
SpiceJet,2019-03-06,Kolkata,Banglore,CCU → BLR,22:20,00:40 07 Mar,2h 20m,non-stop,No info,3849,Economy,1,1 Stop(s),2019-02-20,14,0,1
Multiple carriers,2019-03-06,Delhi,Cochin,DEL → BOM → COK,08:00,15:30,7h 30m,1 stop,No info,15078,First Class,2,2 Stop(s),2019-02-19,15,0,1
IndiGo,2019-05-12,Kolkata,Banglore,CCU → HYD → BLR,19:20,23:45,4h 25m,1 stop,No info,4205,Economy,2,2 Stop(s),2019-04-26,16,1,1
Air India,2019-05-27,Banglore,Delhi,BLR → DEL,13:20,16:10,2h 50m,non-stop,No info,5228,Business,1,1 Stop(s),2019-05-10,17,0,0
Multiple carriers,2019-06-06,Delhi,Cochin,DEL → BOM → COK,07:00,21:00,14h,1 stop,No info,7408,Business,2,2 Stop(s),2019-05-19,18,0,0
Jet Airways,2019-06-09,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,In-flight meal not included,7229,Business,1,1 Stop(s),2019-05-21,19,0,0
Jet Airways,2019-06-15,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,04:25 16 Jun,13h 50m,2 stops,In-flight meal not included,10919,Business,3,3 Stop(s),2019-05-26,20,0,0
Jet Airways,2019-05-01,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,non-stop,In-flight meal not included,4544,Economy,1,1 Stop(s),2019-04-10,21,1,1
Jet Airways,2019-03-21,Delhi,Cochin,DEL → BOM → COK,08:00,04:25 22 Mar,20h 25m,1 stop,In-flight meal not included,6540,Business,2,2 Stop(s),2019-02-27,22,1,1
Jet Airways,2019-03-21,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,18:50 22 Mar,23h 40m,2 stops,No info,9483,Business,3,3 Stop(s),2019-02-26,23,1,1
Jet Airways,2019-05-21,Delhi,Cochin,DEL → BOM → COK,10:00,19:00,9h,1 stop,No info,16079,First Class,2,2 Stop(s),2019-04-27,24,0,0
Multiple carriers,2019-06-01,Delhi,Cochin,DEL → BOM → COK,18:15,01:30 02 Jun,7h 15m,1 stop,No info,13377,Business,2,2 Stop(s),2019-05-07,25,0,0
IndiGo,2019-06-03,Banglore,Delhi,BLR → DEL,18:55,21:50,2h 55m,non-stop,No info,4823,Economy,1,1 Stop(s),2019-05-08,26,0,0
Jet Airways,2019-05-15,Kolkata,Banglore,CCU → DEL → BLR,17:00,10:55 16 May,17h 55m,1 stop,No info,14151,Business,2,2 Stop(s),2019-04-18,27,0,0
GoAir,2019-05-09,Kolkata,Banglore,CCU → BOM → BLR,23:30,07:45 10 May,8h 15m,1 stop,No info,6095,Business,2,2 Stop(s),2019-04-11,28,0,0
Air India,2019-05-27,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,9h 15m,1 stop,No info,12029,Business,2,2 Stop(s),2019-04-28,29,0,0
Air India,2019-04-06,Kolkata,Banglore,CCU → HYD → BLR,19:00,11:05 07 Apr,16h 5m,1 stop,No info,4437,Economy,2,2 Stop(s),2019-03-07,30,1,1
IndiGo,2019-06-27,Banglore,Delhi,BLR → DEL,01:30,04:15,2h 45m,non-stop,No info,3419,Economy,1,1 Stop(s),2019-05-27,31,0,0
IndiGo,2019-04-01,Banglore,Delhi,BLR → DEL,10:10,13:00,2h 50m,non-stop,No info,3943,Economy,1,1 Stop(s),2019-02-28,32,0,1
Multiple carriers,2019-03-21,Delhi,Cochin,DEL → BOM → COK,14:00,01:35 22 Mar,11h 35m,1 stop,No info,13542,Business,2,2 Stop(s),2019-02-16,33,1,1
Air India,2019-06-27,Delhi,Cochin,DEL → BLR → COK,17:40,23:00,5h 20m,1 stop,No info,7174,Business,2,2 Stop(s),2019-05-24,34,0,0
IndiGo,2019-03-09,Mumbai,Hyderabad,BOM → HYD,09:10,10:35,1h 25m,non-stop,No info,7417,Business,1,1 Stop(s),2019-02-02,35,0,1
Jet Airways,2019-05-09,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,04:25 10 May,15h,2 stops,No info,16704,First Class,3,3 Stop(s),2019-04-03,36,0,0
Air India,2019-03-18,Kolkata,Banglore,CCU → BLR,20:45,23:20,2h 35m,non-stop,No info,4435,Economy,1,1 Stop(s),2019-02-09,37,0,1
Air India,2019-05-21,Kolkata,Banglore,CCU → BOM → GOI → BLR,09:25,05:35 22 May,20h 10m,2 stops,No info,11432,Business,3,3 Stop(s),2019-04-13,38,0,0
Air Asia,2019-06-21,Banglore,Delhi,BLR → DEL,23:55,02:45 22 Jun,2h 50m,non-stop,No info,3383,Economy,1,1 Stop(s),2019-05-13,39,1,1
IndiGo,2019-04-21,Kolkata,Banglore,CCU → BLR,04:40,07:15,2h 35m,non-stop,No info,4804,Economy,1,1 Stop(s),2019-03-12,40,1,1
Air Asia,2019-05-27,Banglore,Delhi,BLR → DEL,04:55,07:45,2h 50m,non-stop,No info,3383,Economy,1,1 Stop(s),2019-04-16,41,0,0
IndiGo,2019-05-24,Kolkata,Banglore,CCU → GAU → BLR,15:10,20:30,5h 20m,1 stop,No info,6991,Business,2,2 Stop(s),2019-04-12,42,0,0
Air India,2019-05-09,Delhi,Cochin,DEL → AMD → BOM → COK,05:00,19:15 10 May,38h 15m,2 stops,No info,10441,Business,3,3 Stop(s),2019-03-27,43,0,0
IndiGo,2019-03-21,Delhi,Cochin,DEL → HYD → COK,07:35,12:00,4h 25m,1 stop,No info,5073,Business,2,2 Stop(s),2019-02-05,44,1,1
Multiple carriers,2019-03-21,Delhi,Cochin,DEL → BOM → COK,10:20,01:35 22 Mar,15h 15m,1 stop,No info,7695,Business,2,2 Stop(s),2019-02-04,45,1,1
Air India,2019-05-24,Delhi,Cochin,DEL → MAA → COK,20:40,09:25 25 May,12h 45m,1 stop,No info,7480,Business,2,2 Stop(s),2019-04-08,46,0,0
Jet Airways,2019-06-09,Delhi,Cochin,DEL → BOM → COK,11:30,12:35 10 Jun,25h 5m,1 stop,In-flight meal not included,10262,Business,2,2 Stop(s),2019-04-23,47,0,0
Jet Airways,2019-03-12,Banglore,New Delhi,BLR → BOM → DEL,22:55,11:25 13 Mar,12h 30m,1 stop,No info,13817,Business,2,2 Stop(s),2019-01-23,48,0,1
Jet Airways,2019-05-21,Kolkata,Banglore,CCU → DEL → BLR,09:35,19:10,9h 35m,1 stop,No info,13067,Business,2,2 Stop(s),2019-04-02,49,0,0
SpiceJet,2019-06-06,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,1h 30m,non-stop,No check-in baggage included,1965,Economy,1,1 Stop(s),2019-04-17,50,0,0
IndiGo,2019-06-06,Delhi,Cochin,DEL → HYD → COK,06:50,16:10,9h 20m,1 stop,No info,6674,Business,2,2 Stop(s),2019-04-16,51,0,0
Air India,2019-03-12,Mumbai,Hyderabad,BOM → GOI → PNQ → HYD,05:05,16:55,11h 50m,2 stops,No info,16172,First Class,3,3 Stop(s),2019-01-19,52,0,1
Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,12:50,19:15,6h 25m,1 stop,In-flight meal not included,7268,Business,2,2 Stop(s),2019-05-02,53,0,0
Jet Airways,2019-03-15,Banglore,New Delhi,BLR → BOM → DEL,07:00,12:15,5h 15m,1 stop,No info,17524,First Class,2,2 Stop(s),2019-01-20,54,0,1
Multiple carriers,2019-05-21,Delhi,Cochin,DEL → BOM → COK,18:00,01:30 22 May,7h 30m,1 stop,No info,7888,Business,2,2 Stop(s),2019-03-27,55,0,0
IndiGo,2019-06-06,Mumbai,Hyderabad,BOM → HYD,19:05,20:35,1h 30m,non-stop,No info,2754,Economy,1,1 Stop(s),2019-04-11,56,0,0
Air India,2019-03-03,Banglore,New Delhi,BLR → HBX → BOM → AMD → DEL,12:00,23:55,11h 55m,3 stops,No info,10573,Business,4,4 Stop(s),2019-01-05,57,0,1
Multiple carriers,2019-06-09,Delhi,Cochin,DEL → BOM → COK,11:40,19:00,7h 20m,1 stop,No info,11789,Business,2,2 Stop(s),2019-04-12,58,0,0
Jet Airways,2019-05-06,Kolkata,Banglore,CCU → DEL → BLR,20:25,19:10 07 May,22h 45m,1 stop,No info,13067,Business,2,2 Stop(s),2019-03-08,59,0,0
IndiGo,2019-03-24,Banglore,New Delhi,BLR → DEL,00:40,03:25,2h 45m,non-stop,No info,4238,Economy,1,1 Stop(s),2019-03-14,10,0,1
Multiple carriers,2019-05-21,Delhi,Cochin,DEL → BOM → COK,07:30,19:00,11h 30m,1 stop,No info,9794,Business,2,2 Stop(s),2019-05-10,11,0,0
Air India,2019-03-21,Delhi,Cochin,DEL → HYD → MAA → COK,07:05,09:25 22 Mar,26h 20m,2 stops,No info,7615,Business,3,3 Stop(s),2019-03-09,12,1,1
Jet Airways,2019-03-21,Delhi,Cochin,DEL → IDR → BOM → COK,10:20,04:25 23 Mar,42h 5m,2 stops,No info,11664,Business,3,3 Stop(s),2019-03-08,13,1,1
Jet Airways,2019-04-01,Kolkata,Banglore,CCU → BOM → BLR,06:30,19:50,13h 20m,1 stop,In-flight meal not included,7064,Business,2,2 Stop(s),2019-03-18,14,0,1
IndiGo,2019-04-15,Kolkata,Banglore,CCU → HYD → BLR,19:20,23:45,4h 25m,1 stop,No info,3809,Economy,2,2 Stop(s),2019-03-31,15,0,1
SpiceJet,2019-06-18,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,non-stop,No check-in baggage included,3841,Economy,1,1 Stop(s),2019-06-02,16,0,0
Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,11:40,01:30 28 May,13h 50m,1 stop,No info,6795,Business,2,2 Stop(s),2019-05-10,17,0,0
IndiGo,2019-04-24,Kolkata,Banglore,CCU → HYD → BLR,15:15,20:05,4h 50m,1 stop,No info,4565,Economy,2,2 Stop(s),2019-04-06,18,0,1
