"Airline","Date_of_Journey","Source","Destination","Route","Dep_Time","Arrival_Time","Duration","Total_Stops","Additional_Info","Price","Cabin_Class","Number_of_Stops","Flight_Layover","Booking_Date","Days_Until_Departure","Is_Holiday_Season","Is_Peak_Season","ATF_Price_INR"
"Multiple carriers","2019-06-01 00:00:00","Delhi","Cochin","DEL → BOM → COK","09:00","19:00","10h","1 stop","No info","12717","Business","2","2 Stop(s)","2019-04-04 00:00:00","58","0","0","81489.816123557"
"Jet Airways","2019-06-21 00:00:00","Mumbai","Hyderabad","BOM → HYD","10:20","11:50","1h 30m","non-stop","In-flight meal not included","4995","Business","1","1 Stop(s)","2019-04-24 00:00:00","58","1","1","68923.108525654"
"SpiceJet","2019-04-12 00:00:00","Kolkata","Banglore","CCU → BLR","17:10","19:40","2h 30m","non-stop","No info","3873","Economy","1","1 Stop(s)","2019-03-06 00:00:00","37","0","1","65897.470850402"
"Jet Airways","2019-03-24 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","06:30","12:00","5h 30m","1 stop","In-flight meal not included","7826","First Class","2","2 Stop(s)","2019-03-06 00:00:00","18","0","1","65897.470850402"
"Vistara","2019-04-01 00:00:00","Kolkata","Banglore","CCU → DEL → BLR","20:20","09:05 02 Apr","12h 45m","1 stop","No info","7980","First Class","2","2 Stop(s)","2019-02-24 00:00:00","36","0","1","66266.302682845"
"Multiple carriers","2019-05-21 00:00:00","Delhi","Cochin","DEL → HYD → COK","09:45","00:55 22 May","15h 10m","1 stop","No info","9486","Economy","2","2 Stop(s)","2019-04-27 00:00:00","24","0","0","86433.095913335"
"Jet Airways","2019-06-09 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","18:55","18:15 10 Jun","23h 20m","1 stop","In-flight meal not included","10844","Economy","2","2 Stop(s)","2019-05-14 00:00:00","26","0","0","68948.469778681"
"IndiGo","2019-03-03 00:00:00","Chennai","Kolkata","MAA → CCU","05:15","07:35","2h 20m","non-stop","No info","6482","First Class","1","1 Stop(s)","2019-02-23 00:00:00","8","0","1","63061.344322441"
"IndiGo","2019-06-01 00:00:00","Delhi","Cochin","DEL → BOM → COK","17:30","01:30 02 Jun","8h","1 stop","No info","6628","First Class","2","2 Stop(s)","2019-05-13 00:00:00","19","0","0","64064.221926673"
"Air India","2019-06-06 00:00:00","Kolkata","Banglore","CCU → GAU → BLR","09:50","21:05","11h 15m","1 stop","No info","7452","Economy","2","2 Stop(s)","2019-04-17 00:00:00","50","0","0","77761.257938155"
"Jet Airways","2019-06-15 00:00:00","Delhi","Cochin","DEL → LKO → BOM → COK","09:25","04:25 16 Jun","19h","2 stops","No info","13882","Economy","3","3 Stop(s)","2019-04-18 00:00:00","58","0","0","77167.557173726"
"Multiple carriers","2019-06-27 00:00:00","Delhi","Cochin","DEL → BOM → COK","09:15","19:15","10h","1 stop","No info","8099","First Class","2","2 Stop(s)","2019-05-31 00:00:00","27","0","0","64483.44913974"
"Vistara","2019-06-01 00:00:00","Banglore","Delhi","BLR → DEL","17:00","19:35","2h 35m","non-stop","No info","4878","Economy","1","1 Stop(s)","2019-04-26 00:00:00","36","0","0","71895.17222541"
"IndiGo","2019-06-06 00:00:00","Kolkata","Banglore","CCU → HYD → BLR","15:15","20:30","5h 15m","1 stop","No info","5170","Business","2","2 Stop(s)","2019-05-16 00:00:00","21","0","0","77726.182837445"
"SpiceJet","2019-03-03 00:00:00","Banglore","New Delhi","BLR → HYD → DEL","15:35","23:40","8h 5m","1 stop","No info","6315","Business","2","2 Stop(s)","2019-03-02 00:00:00","1","0","1","64769.087509366"
"IndiGo","2019-03-01 00:00:00","Chennai","Kolkata","MAA → CCU","13:20","15:35","2h 15m","non-stop","No info","7295","First Class","1","1 Stop(s)","2019-02-21 00:00:00","8","1","1","73158.04540387"
"Multiple carriers","2019-05-01 00:00:00","Delhi","Cochin","DEL → BOM → COK","07:30","19:00","11h 30m","1 stop","No info","9794","Economy","2","2 Stop(s)","2019-03-28 00:00:00","34","1","1","75697.441604001"
"Jet Airways","2019-03-21 00:00:00","Delhi","Cochin","DEL → AMD → BOM → COK","19:10","04:25 23 Mar","33h 15m","2 stops","In-flight meal not included","8834","First Class","3","3 Stop(s)","2019-03-15 00:00:00","6","1","1","78145.365592351"
"SpiceJet","2019-06-21 00:00:00","Mumbai","Hyderabad","BOM → HYD","22:45","00:15 22 Jun","1h 30m","non-stop","No info","2017","Business","1","1 Stop(s)","2019-05-10 00:00:00","42","1","1","68702.328216313"
"Multiple carriers","2019-03-09 00:00:00","Delhi","Cochin","DEL → BOM → COK","06:40","19:45","13h 5m","1 stop","No info","12615","Business","2","2 Stop(s)","2019-01-25 00:00:00","43","0","1","63548.232776068"
"Vistara","2019-03-09 00:00:00","Banglore","New Delhi","BLR → DEL","21:10","00:05 13 Mar","2h 55m","non-stop","No info","7240","First Class","1","1 Stop(s)","2019-02-16 00:00:00","21","0","1","66311.476832215"
"Jet Airways","2019-06-24 00:00:00","Banglore","Delhi","BLR → DEL","15:15","18:10","2h 55m","non-stop","No info","8016","Economy","1","1 Stop(s)","2019-06-20 00:00:00","4","0","0","75631.098186124"
"Vistara","2019-05-06 00:00:00","Banglore","Delhi","BLR → DEL","17:00","19:35","2h 35m","non-stop","No info","4878","Business","1","1 Stop(s)","2019-04-06 00:00:00","30","0","0","65495.740860213"
"Jet Airways","2019-06-12 00:00:00","Delhi","Cochin","DEL → IDR → BOM → COK","05:30","04:25 13 Jun","22h 55m","2 stops","No info","13292","First Class","3","3 Stop(s)","2019-04-26 00:00:00","47","0","0","71895.17222541"
"Air India","2019-03-12 00:00:00","Banglore","New Delhi","BLR → MAA → DEL","11:50","08:55 13 Mar","21h 5m","1 stop","No info","11707","First Class","2","2 Stop(s)","2019-01-23 00:00:00","48","0","1","73844.380867588"
"IndiGo","2019-06-24 00:00:00","Delhi","Cochin","DEL → BLR → COK","17:05","22:15","5h 10m","1 stop","No info","6147","Business","2","2 Stop(s)","2019-05-04 00:00:00","51","0","0","79319.705976889"
"IndiGo","2019-06-12 00:00:00","Delhi","Cochin","DEL → BOM → COK","07:30","21:00","13h 30m","1 stop","No info","6093","Business","2","2 Stop(s)","2019-05-04 00:00:00","39","0","0","79319.705976889"
"Jet Airways","2019-04-01 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","20:00","08:15 02 Apr","12h 15m","1 stop","No info","12681","First Class","2","2 Stop(s)","2019-03-09 00:00:00","23","0","1","62913.038273792"
"SpiceJet","2019-05-27 00:00:00","Banglore","Delhi","BLR → DEL","05:55","08:35","2h 40m","non-stop","No info","3311","First Class","1","1 Stop(s)","2019-04-15 00:00:00","42","0","0","67462.594305599"
"Air India","2019-03-12 00:00:00","Mumbai","Hyderabad","BOM → BLR → CCU → BBI → HYD","16:50","12:25 13 Mar","19h 35m","3 stops","No info","14260","Economy","4","4 Stop(s)","2019-02-18 00:00:00","22","0","1","69462.850527726"
"Air India","2019-06-27 00:00:00","Delhi","Cochin","DEL → CCU → BOM → COK","14:25","19:15 28 Jun","28h 50m","2 stops","No info","13591","First Class","3","3 Stop(s)","2019-05-26 00:00:00","32","0","0","81116.657506211"
"IndiGo","2019-05-15 00:00:00","Kolkata","Banglore","CCU → BLR","20:20","22:55","2h 35m","non-stop","No info","4804","Business","1","1 Stop(s)","2019-04-10 00:00:00","35","0","0","60140.864285776"
"Air India","2019-05-15 00:00:00","Delhi","Cochin","DEL → UDR → BOM → COK","13:20","07:40 16 May","18h 20m","2 stops","No info","13538","First Class","3","3 Stop(s)","2019-04-22 00:00:00","23","0","0","85392.260174134"
"Jet Airways","2019-06-09 00:00:00","Kolkata","Banglore","CCU → DEL → BLR","09:35","09:45 10 Jun","24h 10m","1 stop","No info","14151","Business","2","2 Stop(s)","2019-05-28 00:00:00","12","0","0","87584.47841234"
"SpiceJet","2019-03-15 00:00:00","Banglore","New Delhi","BLR → DEL","05:45","08:35","2h 50m","non-stop","No info","5575","Economy","1","1 Stop(s)","2019-02-01 00:00:00","42","0","1","83227.010683026"
"Jet Airways","2019-05-24 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","06:30","09:20 25 May","26h 50m","1 stop","No info","14178","Economy","2","2 Stop(s)","2019-05-23 00:00:00","1","0","0","73075.947757969"
"Air India","2019-03-12 00:00:00","Chennai","Kolkata","MAA → CCU","11:40","13:55","2h 15m","non-stop","No info","7082","First Class","1","1 Stop(s)","2019-03-01 00:00:00","11","0","1","67332.767760048"
"SpiceJet","2019-05-09 00:00:00","Banglore","Delhi","BLR → DEL","21:10","00:05 10 May","2h 55m","non-stop","No check-in baggage included","4319","First Class","1","1 Stop(s)","2019-04-11 00:00:00","28","0","0","80334.496103887"
"Jet Airways","2019-03-03 00:00:00","Delhi","Cochin","DEL → UDR → BOM → COK","18:20","18:50 04 Mar","24h 30m","2 stops","No info","20747","Economy","3","3 Stop(s)","2019-02-26 00:00:00","5","0","1","79593.249763962"
"Jet Airways","2019-03-24 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","08:25","22:35","14h 10m","1 stop","No info","13759","Business","2","2 Stop(s)","2019-03-07 00:00:00","17","0","1","71061.755119829"
"Jet Airways","2019-03-21 00:00:00","Delhi","Cochin","DEL → BHO → BOM → COK","05:40","04:25 22 Mar","22h 45m","2 stops","In-flight meal not included","9181","Business","3","3 Stop(s)","2019-03-11 00:00:00","10","1","1","62882.952236819"
"Jet Airways","2019-03-03 00:00:00","Delhi","Cochin","DEL → BOM → COK","02:15","18:50","16h 35m","1 stop","No info","17024","Economy","2","2 Stop(s)","2019-01-28 00:00:00","34","0","1","88340.067511488"
"IndiGo","2019-03-27 00:00:00","Delhi","Cochin","DEL → HYD → COK","06:40","12:00","5h 20m","1 stop","No info","5298","Business","2","2 Stop(s)","2019-02-27 00:00:00","28","0","1","67598.748076193"
"Jet Airways","2019-04-01 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","14:05","22:35","8h 30m","1 stop","No info","13364","First Class","2","2 Stop(s)","2019-02-24 00:00:00","36","0","1","66266.302682845"
"Jet Airways","2019-05-12 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","06:30","16:20","9h 50m","1 stop","In-flight meal not included","10844","Economy","2","2 Stop(s)","2019-03-19 00:00:00","54","1","1","63605.896836395"
"Jet Airways","2019-05-15 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","20:00","04:40 16 May","8h 40m","1 stop","No info","13941","Economy","2","2 Stop(s)","2019-04-30 00:00:00","15","0","0","80775.947702333"
"Jet Airways","2019-06-12 00:00:00","Delhi","Cochin","DEL → NAG → BOM → COK","06:45","04:25 13 Jun","21h 40m","2 stops","In-flight meal not included","10919","Economy","3","3 Stop(s)","2019-05-19 00:00:00","24","0","0","79563.098100051"
"Jet Airways","2019-03-18 00:00:00","Banglore","New Delhi","BLR → BOM → DEL","05:45","13:15","7h 30m","1 stop","No info","12284","First Class","2","2 Stop(s)","2019-02-26 00:00:00","20","0","1","79593.249763962"
"IndiGo","2019-03-21 00:00:00","Delhi","Cochin","DEL → HYD → COK","08:35","22:20","13h 45m","1 stop","No info","6790","Business","2","2 Stop(s)","2019-02-12 00:00:00","37","1","1","80928.935877818"
"IndiGo","2019-05-18 00:00:00","Mumbai","Hyderabad","BOM → HYD","06:25","07:55","1h 30m","non-stop","No info","4392","Business","1","1 Stop(s)","2019-04-23 00:00:00","25","1","1","80984.378259525"
"Air India","2019-06-06 00:00:00","Delhi","Cochin","DEL → AMD → BOM → COK","05:00","19:15 07 Jun","38h 15m","2 stops","No info","9653","First Class","3","3 Stop(s)","2019-05-21 00:00:00","16","0","0","86896.397875532"
"SpiceJet","2019-06-21 00:00:00","Mumbai","Hyderabad","BOM → HYD","05:45","07:15","1h 30m","non-stop","No info","2753","Business","1","1 Stop(s)","2019-06-17 00:00:00","4","1","1","70799.341934351"
"Air India","2019-05-18 00:00:00","Kolkata","Banglore","CCU → HYD → BLR","19:00","11:05 19 May","16h 5m","1 stop","No info","6327","Economy","2","2 Stop(s)","2019-05-16 00:00:00","2","1","1","77726.182837445"
"Multiple carriers","2019-03-03 00:00:00","Delhi","Cochin","DEL → HYD → COK","07:10","22:20","15h 10m","1 stop","In-flight meal not included","11125","Business","2","2 Stop(s)","2019-01-17 00:00:00","45","0","1","60606.55192321"
"Jet Airways","2019-06-06 00:00:00","Delhi","Cochin","DEL → BOM → COK","22:50","19:00 07 Jun","20h 10m","1 stop","In-flight meal not included","10262","Business","2","2 Stop(s)","2019-05-22 00:00:00","15","0","0","71026.856101437"
"Jet Airways","2019-06-09 00:00:00","Delhi","Cochin","DEL → BOM → COK","17:30","04:25 10 Jun","10h 55m","1 stop","In-flight meal not included","10262","Business","2","2 Stop(s)","2019-05-19 00:00:00","21","0","0","79563.098100051"
"Air Asia","2019-05-27 00:00:00","Delhi","Cochin","DEL → BLR → COK","16:45","22:25","5h 40m","1 stop","No info","6752","Economy","2","2 Stop(s)","2019-04-29 00:00:00","28","0","0","86452.060855646"
"IndiGo","2019-05-27 00:00:00","Banglore","Delhi","BLR → DEL","06:05","08:50","2h 45m","non-stop","No info","4423","Economy","1","1 Stop(s)","2019-05-02 00:00:00","25","0","0","75039.731457801"
"Air Asia","2019-05-21 00:00:00","Banglore","Delhi","BLR → DEL","11:10","13:55","2h 45m","non-stop","No info","3383","Economy","1","1 Stop(s)","2019-04-01 00:00:00","50","0","0","69557.06857354"
"Air India","2019-06-15 00:00:00","Delhi","Cochin","DEL → UDR → BOM → COK","13:20","07:40 16 Jun","18h 20m","2 stops","No info","12121","First Class","3","3 Stop(s)","2019-06-08 00:00:00","7","0","0","72215.49891678"
"Multiple carriers","2019-05-09 00:00:00","Delhi","Cochin","DEL → BOM → COK","11:40","01:30 10 May","13h 50m","1 stop","No info","9021","First Class","2","2 Stop(s)","2019-03-16 00:00:00","54","0","0","82177.907381949"
"Multiple carriers","2019-06-06 00:00:00","Delhi","Cochin","DEL → BOM → COK","11:40","19:15","7h 35m","1 stop","No info","8266","Business","2","2 Stop(s)","2019-05-18 00:00:00","19","0","0","79596.024595714"
"Jet Airways","2019-06-03 00:00:00","Delhi","Cochin","DEL → BOM → COK","19:45","19:00 04 Jun","23h 15m","1 stop","No info","14714","First Class","2","2 Stop(s)","2019-05-15 00:00:00","19","0","0","77098.947321038"
"Air India","2019-06-27 00:00:00","Delhi","Cochin","DEL → BHO → BOM → COK","05:55","19:15","13h 20m","2 stops","No info","11386","First Class","3","3 Stop(s)","2019-05-13 00:00:00","45","0","0","64064.221926673"
"Jet Airways","2019-03-06 00:00:00","Banglore","New Delhi","BLR → BOM → DEL","08:55","08:15 07 Mar","23h 20m","1 stop","No info","14815","Economy","2","2 Stop(s)","2019-02-13 00:00:00","21","0","1","61806.764148878"
"Jet Airways","2019-03-06 00:00:00","Delhi","Cochin","DEL → BOM → COK","09:00","04:25 07 Mar","19h 25m","1 stop","In-flight meal not included","13843","First Class","2","2 Stop(s)","2019-01-24 00:00:00","41","0","1","83415.875288594"
"IndiGo","2019-05-15 00:00:00","Delhi","Cochin","DEL → BOM → COK","07:30","21:00","13h 30m","1 stop","No info","7191","Economy","2","2 Stop(s)","2019-04-04 00:00:00","41","0","0","81489.816123557"
"SpiceJet","2019-03-03 00:00:00","Kolkata","Banglore","CCU → BLR","17:15","19:45","2h 30m","non-stop","No info","6251","Economy","1","1 Stop(s)","2019-01-21 00:00:00","41","0","1","89358.550266983"
"Jet Airways","2019-03-27 00:00:00","Delhi","Cochin","DEL → MAA → BOM → COK","05:10","04:25 28 Mar","23h 15m","2 stops","In-flight meal not included","9412","Business","3","3 Stop(s)","2019-03-12 00:00:00","15","0","1","89293.783950402"
"SpiceJet","2019-03-15 00:00:00","Kolkata","Banglore","CCU → BLR","22:20","00:40 16 Mar","2h 20m","non-stop","No check-in baggage included","3815","Business","1","1 Stop(s)","2019-03-07 00:00:00","8","0","1","71061.755119829"
"Air India","2019-05-15 00:00:00","Mumbai","Hyderabad","BOM → HYD","19:30","20:45","1h 15m","non-stop","No info","3100","Economy","1","1 Stop(s)","2019-04-15 00:00:00","30","0","0","67462.594305599"
"Vistara","2019-06-21 00:00:00","Delhi","Cochin","DEL → COK","14:40","17:50","3h 10m","non-stop","No info","6216","Business","1","1 Stop(s)","2019-05-24 00:00:00","28","1","1","86757.70065047"
"Multiple carriers","2019-06-27 00:00:00","Delhi","Cochin","DEL → BOM → COK","14:00","01:30 28 Jun","11h 30m","1 stop","No info","13377","Business","2","2 Stop(s)","2019-06-24 00:00:00","3","0","0","83810.931100723"
"IndiGo","2019-03-21 00:00:00","Banglore","New Delhi","BLR → HYD → DEL","07:30","12:20","4h 50m","1 stop","No info","5694","First Class","2","2 Stop(s)","2019-01-31 00:00:00","49","1","1","67936.668363139"
"Air India","2019-05-21 00:00:00","Kolkata","Banglore","CCU → VNS → DEL → BLR","14:30","12:30 22 May","22h","2 stops","No info","15107","First Class","3","3 Stop(s)","2019-04-05 00:00:00","46","0","0","68682.182788416"
"Air India","2019-03-09 00:00:00","Delhi","Cochin","DEL → BOM → COK","23:00","19:15 10 Mar","20h 15m","1 stop","No info","11260","First Class","2","2 Stop(s)","2019-02-09 00:00:00","28","0","1","80454.608973105"
"Air India","2019-05-27 00:00:00","Delhi","Cochin","DEL → BOM → COK","08:00","19:15","11h 15m","1 stop","No info","9929","Business","2","2 Stop(s)","2019-04-15 00:00:00","42","0","0","67462.594305599"
"Air India","2019-03-21 00:00:00","Delhi","Cochin","DEL → MAA → COK","20:40","09:25 22 Mar","12h 45m","1 stop","No info","5642","First Class","2","2 Stop(s)","2019-03-06 00:00:00","15","1","1","65897.470850402"
"Multiple carriers","2019-05-09 00:00:00","Delhi","Cochin","DEL → BOM → COK","13:00","01:30 10 May","12h 30m","1 stop","No info","15078","Economy","2","2 Stop(s)","2019-04-02 00:00:00","37","0","0","80022.31139891"
"Multiple carriers","2019-06-12 00:00:00","Delhi","Cochin","DEL → BOM → COK","14:00","01:30 13 Jun","11h 30m","1 stop","No info","13377","Economy","2","2 Stop(s)","2019-05-21 00:00:00","22","0","0","86896.397875532"
"Air India","2019-05-15 00:00:00","Kolkata","Banglore","CCU → DEL → COK → BLR","20:30","13:45 16 May","17h 15m","2 stops","No info","16057","Business","3","3 Stop(s)","2019-04-10 00:00:00","35","0","0","60140.864285776"
"Jet Airways","2019-03-18 00:00:00","Banglore","New Delhi","BLR → BOM → DEL","05:45","10:45","5h","1 stop","No info","12284","First Class","2","2 Stop(s)","2019-03-14 00:00:00","4","0","1","89302.83264571"
"Jet Airways","2019-03-18 00:00:00","Mumbai","Hyderabad","BOM → HYD","19:35","21:05","1h 30m","non-stop","No info","5678","First Class","1","1 Stop(s)","2019-02-23 00:00:00","23","0","1","63061.344322441"
"Multiple carriers","2019-03-03 00:00:00","Delhi","Cochin","DEL → BOM → COK","18:00","01:35 04 Mar","7h 35m","1 stop","No info","17703","Economy","2","2 Stop(s)","2019-02-05 00:00:00","26","0","1","78529.064912276"
"IndiGo","2019-06-03 00:00:00","Banglore","Delhi","BLR → DEL","07:10","10:05","2h 55m","non-stop","No info","4823","First Class","1","1 Stop(s)","2019-05-25 00:00:00","9","0","0","84185.819671383"
"Air India","2019-04-01 00:00:00","Kolkata","Banglore","CCU → IXR → BBI → BLR","05:50","13:15","7h 25m","2 stops","No info","5562","First Class","3","3 Stop(s)","2019-03-12 00:00:00","20","0","1","89293.783950402"
"IndiGo","2019-03-06 00:00:00","Delhi","Cochin","DEL → BBI → COK","02:35","08:30","5h 55m","1 stop","No info","13790","Business","2","2 Stop(s)","2019-02-15 00:00:00","19","0","1","80119.136088545"
